,infected_4h_1,infected_4h_2,infected_12h_1,infected_12h_2,infected_24h_1,infected_24h_2,mock_4h_1,mock_4h_2,mock_24h_1,mock_24h_2
ZNF326,3.42,5.25,2.65,2.17,1.42,2.25,4.84,3.13,5.81,7.34
ZNF329,2.74,3.9,1.2,1.65,1.21,1.7,2.56,2.11,4.16,3.8
ZNF330,5.55,6.13,2.32,1.64,2.28,2.89,5.86,3.32,5.07,6.52
ZNF331,0.9,0.93,0.34,0.39,0.76,0.87,1.6,0.84,1.86,1.3
ZNF333,0.52,0.65,0.45,0.38,0.43,0.15,0.88,0.66,1.31,0.74
ZNF334,0,0,0,0,0,0,0,0.04,0,0
ZNF335,3.14,3.23,2.14,1.82,3.11,2.47,2.88,1.84,3.02,2.4
ZNF337,0.78,1.14,0.28,0.61,0.29,0.39,1.19,0.49,1.68,0.96
ZNF337-AS1,0.47,0.43,0.2,0.07,0.08,0.41,0.56,0.54,0.34,0.26
ZNF33A,5.08,4.65,3.12,1.59,1.2,1.96,3.75,2.51,5.41,4.44
ZNF33B,3.58,10.02,2.87,2.75,3,4.22,6.16,2.89,6.37,6.61
ZNF33BP1,0,0.05,0,0,0,0,0,0,0,0
ZNF33CP,0,0,0,0,0,0,0,0,0,0
ZNF34,2.15,1.88,1.16,1.31,0.72,0.58,2.29,1.83,2.03,1.98
ZNF341,1.17,0.92,0.52,0.86,0.35,0.75,1.39,0.73,1.27,1.14
ZNF341-AS1,0.27,0.07,0,0.27,0,0,0,0.15,0.06,0.2
ZNF343,2.3,1.93,0.93,1.1,0.67,0.64,2.72,1.51,1.26,1.58
ZNF345,0.78,0.55,0.35,0.3,0.33,0.33,0.34,0.69,1.49,0.47
ZNF346,6.19,8.34,2.96,2.03,3.04,2.27,5.2,3.47,3.42,6.85
ZNF346-IT1,0.07,0.24,0.28,0.19,0.17,0.3,0.09,0.22,0.45,0.25
ZNF347,0,0,0,0,0,0,0.01,0,0,0
ZNF35,4.22,4.39,3.75,3.48,2.19,3.4,5.27,2.53,3.73,4.61
ZNF350,1.61,2.73,1.82,1.53,1.88,0.98,1.82,1.36,2.91,2.54
ZNF350-AS1,0.13,0.17,0.07,0.06,0.13,0.13,0.08,0.1,0.22,0.11
ZNF354A,1.98,2.78,1.06,1.28,1.17,0.73,2.19,1.52,1.4,2.44
ZNF354B,2.62,4.08,2.23,1.13,0.74,0.96,3.92,2.44,3.57,2.96
ZNF354C,0.43,0.78,0.37,0.29,0.24,0.22,0.55,0.41,0.76,0.63
ZNF355P,0.01,0.05,0.07,0.04,0.07,0,0.06,0.03,0.02,0.07
ZNF358,4.54,2.62,0.93,1.54,1.3,1.71,4.55,5.14,3.06,2.96
ZNF362,1.28,1.68,0.72,0.88,0.34,1.94,1.88,0.77,1.57,1.74
ZNF365,1.73,1.51,0.52,0.4,0.22,0.17,2,0.99,0.5,0.44
ZNF366,0,0,0,0,0,0,0,0,0,0.01
ZNF367,2.38,2.36,1.88,1.68,1.22,1.51,3.09,2.06,3.28,3.85
ZNF37A,1.67,2.09,0.87,0.79,0.59,1.05,1.45,0.9,1.51,1.46
ZNF37BP,2.55,3.72,1.73,2.19,1.44,2.29,3.49,2.05,3.37,4.1
ZNF37CP,0,0,0,0,0,0,0,0,0,0
ZNF382,0.55,1.31,0.74,0.45,0.88,1.19,0.62,0.43,1.04,0.53
ZNF383,1.57,1.57,1.4,1.26,1.2,0.82,2.13,0.95,1.65,2.15
ZNF384,10.25,12.67,6.91,6.82,4.73,6.03,11.63,7.11,10.77,11.7
ZNF385A,0.79,1.26,0.3,0.59,0.44,0.46,0.68,0.53,1.15,0.53
ZNF385B,0,0,0.17,0,0,0,0,0.02,0.24,0
ZNF385C,0.83,0.49,0.52,0.44,1.58,1.45,0.5,0.43,0.42,0.6
ZNF385D,0,0,0.01,0,0,0.02,0.01,0,0.01,0
ZNF385D-AS1,0,0,0,0,0,0,0,0,0,0
ZNF385D-AS2,0,0,0,0,0,0,0,0,0,0
ZNF391,0.95,0.98,0.57,0.47,0.34,0.92,1.36,0.94,1.73,1.75
ZNF394,2.75,3.38,2.3,2.99,2.66,2.91,3.72,2.27,4.51,3.73
ZNF395,6.86,6.49,2.92,2.84,2.7,2.91,7.39,3.11,9.12,8.36
ZNF396,0.18,0.28,0.06,0.22,0.1,0.05,0.28,0.15,0.51,0.51
ZNF397,3.76,5.41,2.93,2.79,2.21,3.3,5.18,2.63,5.22,4.71
ZNF398,2.98,2.91,1.16,0.74,0.83,0.9,2.87,2.08,2.98,2
ZNF402P,0,0,0,0,0.02,0,0,0,0,0
ZNF404,0.11,0.72,0.25,0.16,0.14,0.57,0.38,0.39,0.48,0.93
ZNF407,2.68,3.18,1.54,2.12,1.14,1.48,3.02,1.53,2.97,3.26
ZNF408,3.91,3.85,2.21,2.6,2.8,3.01,4.38,3.89,3.58,4.18
ZNF41,2.66,2.85,1.17,1.44,1.08,1.68,3.65,1.61,2.68,2.27
ZNF410,12.05,11.25,6.04,8.77,8.65,6.84,14.51,9.51,13.57,14.27
ZNF414,0.26,0.67,0.18,0.22,0.33,0.15,0.84,0.31,0.7,0.32
ZNF415,0,0,0,0,0,0,0,0,0,0
ZNF415P1,0,0,0,0,0,0,0,0,0,0
ZNF416,2.03,1.92,1.64,1.17,0.9,1.34,1.85,1.17,2.08,2.31
ZNF417,3.68,3.69,1.62,1.58,2.28,2.33,3.14,1.63,5.28,4.1
ZNF418,0.02,0.1,0.66,0,0.12,0.02,0.34,0.03,0.04,0.37
ZNF419,3.61,4.67,2.82,1.89,1.96,2.41,3.73,2.65,5.07,4.26
ZNF420,2.48,2.64,0.75,1.26,0.95,1.38,2.86,1.43,2.29,2.48
ZNF423,0,0.01,0,0,0,0,0,0.01,0,0
ZNF425,0.28,0.23,0.14,0.03,0.44,0.24,0.75,0.25,0.25,0.14
ZNF426,1.6,2.05,1.6,1.33,1.44,1.34,2,0.81,1.58,1.66
ZNF426-DT,0.27,0.26,0.23,0.23,0.28,0.06,0,0.04,0.13,0.11
ZNF428,7.37,7.37,3.64,2.83,3.55,3.42,8.51,6.98,8.69,8.78
ZNF429,0.68,0.28,0.29,0.19,0.36,0.38,0.95,0.16,0.87,0.66
ZNF43,0.83,1.12,0.97,0.78,1.05,1.26,0.86,0.86,0.93,1.58
ZNF430,0.98,1.39,0.89,1.21,0.83,0.69,1.47,0.43,1.35,1.66
ZNF431,2.32,1.88,0.76,0.95,0.88,0.92,2.05,1.23,2.2,2.06
ZNF432,2.78,2.48,1.51,2.65,1.73,2.65,2.45,1.07,4.74,3.14
ZNF433,1.12,1,0.82,1.41,1.61,2.17,0.78,1.03,1.43,1
ZNF433-AS1,0.31,1.02,0.73,0.36,1.24,0.45,1.48,0.37,1.55,1.11
ZNF436,1.71,2.07,1.27,1.26,1.48,1.74,2.15,0.97,2.05,2.16
ZNF436-AS1,0.18,0.33,0.1,0.25,0.23,0.3,0.54,0.28,0.32,0.41
ZNF438,1.03,0.95,0.87,1.15,0.61,0.65,1.04,0.66,1.15,1.24
ZNF439,0.17,0.06,0.05,0.02,0.13,0.1,0,0.07,0.08,0.42
ZNF44,0.83,1.28,1.1,0.96,1.54,1.61,1.22,0.68,1.57,1.44
ZNF440,2.46,2.98,1.43,2.2,1.72,2.79,2.43,1.93,4.9,4.1
ZNF441,0.85,0.87,1.33,0.84,1.14,1.32,1.16,0.39,0.87,1.26
ZNF442,0.29,0.08,0.73,0.68,1.55,1.06,0.13,0.32,0.36,0.46
ZNF443,1.67,1.93,1.24,1.04,0.85,1.03,1.66,1.23,2.22,2.81
ZNF444,7.51,8.3,4.26,4.49,4.05,3.94,7.7,4.72,9.76,9.31
ZNF444P1,0.67,0.76,0.93,0,0.4,1.12,2.24,0.32,1.06,1.18
ZNF445,2.68,2.93,1.15,1.09,1.35,1.1,2.36,1.17,3.06,3.05
ZNF446,2.97,2.55,1.16,1.37,1.73,1.24,3.02,1.58,2.97,2.26
ZNF449,1.51,1.89,0.71,0.58,0.35,0.59,1.94,1.24,1.9,1.49
ZNF45,6.04,6.87,3.17,3.95,2.38,3.07,6.82,3.81,6.49,5.71
ZNF451,10.33,9.17,5.72,7.51,8.63,6.97,9.97,9.29,9.72,12.48
ZNF451-AS1,1.13,2.8,1.05,0.65,0.89,0.36,1.24,0.48,1.6,1.35
ZNF454,0,0,0,0,0,0,0,0,0,0
ZNF460,9.77,14.11,6.29,5.82,4.45,5.79,12.2,5.56,11.91,13.47
ZNF460-AS1,0.27,0.23,0.23,0.86,0.24,0.22,0.34,0.38,0.2,0.14
ZNF461,3.18,2.97,1.14,1.33,1.8,2.78,3.41,1.71,3.72,4.21
ZNF462,2.75,2.99,2.35,3.5,4.17,4.55,2.57,1.67,3.36,3.49
ZNF467,0.01,0,0,0.04,0.04,0.05,0.04,0,0.05,0.13
ZNF468,5.71,6.06,2.57,3.76,3.18,2.12,5.93,4.74,9.07,6.73
ZNF469,0,0.01,0,0.01,0,0,0,0.01,0.01,0
ZNF470,0.09,0.12,0.02,0.01,0.01,0.04,0.12,0.05,0.17,0.23
ZNF471,0,0.01,0,0,0,0,0.02,0,0,0.01
ZNF473,8.46,9.07,6.17,6.77,6.73,8.66,12.22,7.09,9.82,10.03
ZNF474,0,0.12,0,0,0.03,0.13,0.09,0,0.02,0.05
ZNF479,0,0,0,0,0,0,0,0,0,0
ZNF48,5.78,3.96,1.99,2.01,2.24,1.98,4.65,3.08,4.43,5.45
ZNF480,1.19,1.97,0.97,0.58,0.87,0.67,1.23,1.27,2.16,1.52
ZNF483,0.01,0.04,0.01,0.02,0.02,0.01,0.04,0.03,0.03,0.03
ZNF484,1.81,1.8,1.17,1.63,1.64,1.16,1.92,1.11,1.86,1.99
ZNF485,2.86,3.82,1.59,1.35,1.23,2.14,3.56,2.34,2.57,3.04
ZNF486,0,0,0,0,0,0,0,0.01,0.01,0.01
ZNF487,0.66,0.56,0.26,0.24,0.19,0.2,0.46,0.68,0.57,0.51
ZNF488,0.75,0.65,0.19,0.28,0.27,0.2,0.65,0.55,1.52,0.93
ZNF490,0.76,1.04,0.5,0.59,0.57,0.6,0.93,0.51,1.17,0.93
ZNF491,0.04,0.12,0.04,0.04,0.12,0.32,0.02,0.05,0.02,0.21
ZNF492,0,0,0,0,0,0,0,0,0,0.01
ZNF493,0.85,1.14,0.55,0.5,0.29,0.65,0.74,0.63,2.26,1.52
ZNF496,5.26,6.08,2.43,3.22,2.38,3.47,6.12,3.45,5.54,6.68
ZNF497,0.33,0.24,0.09,0.03,0.06,0,0.1,0.1,0.33,0.24
ZNF500,1.75,2.16,1,0.92,1.06,0.91,2.39,1.24,2.26,1.74
ZNF501,0.13,0.07,0.11,0.05,0.07,0.26,0.14,0.23,0.2,0.18
ZNF502,0.21,0.62,0.17,0.12,0.24,0.18,0.14,0.09,0.5,0.55
ZNF503,0.47,0.42,0.53,0.38,1.41,1.43,0.34,0.24,0.27,0.35
ZNF503-AS1,0,0,0,0,0.03,0,0,0.06,0,0
ZNF503-AS2,0.71,0.99,0.35,0.62,0.33,0.42,1.05,0.44,1.42,0.68
ZNF506,1.6,2.22,1.08,1.63,1.27,1.7,2.17,1.21,2.69,2.85
ZNF507,5.07,5.63,3.16,2.82,2.84,2.9,5.69,3.37,5.2,6
ZNF510,1.57,1.69,0.89,1.11,0.62,0.92,2.11,0.88,2.27,3.03
ZNF511,5.86,6.05,3.77,5.26,2.88,2.84,9.37,7.15,9.15,8.9
ZNF511-PRAP1,0,0.17,0,0,0,0,0,0,0,0
ZNF512,6.28,6.08,3.31,2.81,1.81,2.56,6.85,3.38,6.46,5.07
ZNF512B,6.18,6.15,2,2.2,1.91,2.28,6.61,3.54,4.68,5.28
ZNF513,1.73,1.57,1.03,0.95,0.92,0.71,2.08,1.93,1.53,1.54
ZNF514,1.94,2.76,1.03,1.22,1.09,1.04,2.88,1.33,2.63,2.43
ZNF516,3.08,2.32,2.15,2.84,0.71,1.38,3.96,1.98,3.49,2.32
ZNF516-DT,0.02,0.02,0.03,0,0,0.02,0.08,0.03,0.07,0.05
ZNF517,1.87,1.8,1.03,0.65,0.48,0.48,1.59,1.2,1.4,1.49
ZNF518A,2.45,2.7,2.1,1.62,1.05,2.18,4.11,2.69,3.03,3.25
ZNF518B,0,0.01,0.01,0.01,0,0.01,0,0,0,0
ZNF519,0.97,1.67,0.41,1.19,0.43,1.74,2.14,1.3,2.47,3.4
ZNF519P1,0.03,0,0,0,0.03,0,0,0,0,0
ZNF519P2,0,0,0,0,0,0,0,0,0,0
ZNF519P3,0,0,0,0,0,0,0,0,0,0
ZNF519P4,0,0,0,0,0,0,0,0,0,0
ZNF521,0,0,0,0,0,0.02,0,0,0,0.01
ZNF524,3.54,3.97,1.48,1.02,1.82,1.76,3.28,3.26,4.91,4.76
ZNF525,2.56,2.96,1.37,2.19,1.06,2.23,2.96,1.99,4.63,3.52
ZNF526,4.54,5.24,2.41,2.23,2.02,2.73,4.26,2.25,3.65,4.34
ZNF527,0.84,1.83,0.55,0.59,0.78,0.59,2.17,1.25,1.03,1.49
ZNF528,0,0,0,0,0,0,0.03,0.01,0,0
ZNF528-AS1,0,0,0,0,0,0,0.02,0,0,0.02
ZNF529,1.73,1.61,0.6,1.01,1.18,1.46,1.66,0.89,2.14,1.79
ZNF529-AS1,0.97,0.57,0.7,0.26,0.53,0.93,1.36,0.63,1.57,1.52
ZNF530,2.58,2.7,1.37,1.32,1.25,1.45,3.37,1.97,2.8,2.24
ZNF532,29.75,33.62,15.69,12.97,15.34,18.26,33.4,15.67,26.87,29.24
ZNF534,0,0,0.07,0,0,0,0.03,0,0,0
ZNF536,0,0,0,0,0,0,0,0,0,0.05
ZNF540,0.48,0.5,0,0.02,0.12,0.03,0.12,0.2,0.36,0.39
ZNF541,0,0,0,0,0,0,0,0,0,0
ZNF542P,0.41,0.89,0.26,0.7,0.26,0.24,0.96,0.3,0.39,0.96
ZNF543,2.22,2.22,1.5,1.45,1.45,1.92,2.29,1.38,2.31,2.02
ZNF544,16.63,15.42,6.74,6.94,7.61,9.59,14.54,9.56,20.02,18.42
ZNF546,0.91,1.46,0.55,0.29,0.31,0.28,0.69,0.24,0.49,0.49
ZNF547,1.11,2.58,0.55,1.1,0.92,1.33,1.84,1.71,1.98,2.44
ZNF548,3.66,2.88,2.47,3.24,2.66,1.36,3.04,2.03,3.81,4.57
ZNF549,2.02,2.14,1.02,1.1,0.78,1.1,2.04,1.07,2.39,2.45
ZNF550,5.58,5.45,2.01,2.6,2.45,1.6,6.51,2.54,4.12,5.49
ZNF551,4.14,5.49,2.65,2.38,2.36,2.9,5.35,2.62,5.37,5.95
ZNF552,4.93,6.77,2.97,2.78,2.02,2.8,4.74,4.28,7.01,6.31
ZNF554,0.72,0.84,0.44,0.49,0.21,0.18,1.2,0.48,0.45,0.77
ZNF555,2.13,1.62,0.67,0.86,0.93,0.63,1.66,1.38,1.43,2.72
ZNF556,0,0,0,0,0.01,0,0.18,0,0,0
ZNF557,0.89,1.19,0.49,0.4,0.47,0.56,1.07,0.63,0.96,0.96
ZNF558,3.62,4.35,1.87,2.31,1.7,1.74,3.81,3.17,4.52,3.82
ZNF559,1.79,3.11,1.05,1.63,0.78,1.06,2.86,1.49,2.67,4.28
ZNF559-ZNF177,0.55,0.16,0.25,0.01,0.37,0.31,0.23,0.55,0.36,0.51
ZNF56,0.96,0.12,0.08,0,0.13,0.33,1.19,0.17,0.23,0.3
ZNF560,0,0.02,0,0,0,0,0,0,0,0
ZNF561,7.63,8.55,5.32,5.13,6.19,6.46,8.58,6.73,9.13,9.01
ZNF561-AS1,1.67,2.21,0.89,0.5,0.44,0.46,1.66,0.65,1.7,1.79
ZNF562,7.44,10.53,5.49,4.86,5.86,5.1,6.31,3.7,7.7,7.62
ZNF563,0.46,0.77,0.12,0.21,0.37,0.33,0.72,0.23,0.77,0.73
ZNF564,1.71,2.17,1.47,1.98,1.25,1.02,2.07,1.67,3.35,2.74
ZNF565,1.91,2.23,0.76,1.46,0.68,0.98,1.59,1.33,2.13,1.42
ZNF566,3.35,3.75,1.43,1.93,2.34,1.48,3.23,1.42,2.72,2.68
ZNF567,3.02,4.23,2.18,1.91,1.85,3.19,3.13,2.25,5.42,4.78
ZNF568,0.91,0.68,0.75,0.27,0.19,0.45,1.01,0.56,1.2,1.98
ZNF569,0.83,0.95,0.65,0.33,0.52,0.39,1.06,0.65,1.26,1.58
ZNF57,2.28,1.83,1.27,1.35,1.1,1.04,3.08,1.26,1.66,1.42
ZNF570,1.41,1.91,0.79,0.88,1.43,0.81,1.9,1.61,1.63,1.78
ZNF571,1.66,1.67,0.84,0.37,1.23,0.76,1.4,1.13,1.45,2.18
ZNF571-AS1,0.78,0.24,0.05,0.14,0.06,0.04,0.09,0,0.16,0.28
ZNF572,1.94,1.88,0.73,0.94,0.92,1.18,1.79,1.06,1.69,2
ZNF573,3.18,3.62,2.01,1.29,1.63,0.47,3.23,0.89,3.22,2.14
ZNF574,5.43,5.55,2.56,3.3,3.07,2.96,5.05,3.46,5.18,4.92
ZNF575,0.23,0.17,0.15,0.1,0.02,0.14,0.26,0.07,0.29,0.27
ZNF576,4.79,4.74,2.85,2.96,3.66,3.57,6.61,4.9,4.71,6.65
ZNF577,2.8,1.95,1.56,1.15,0.89,0.68,3.63,1.86,3.8,3.11
ZNF578,0,0,0.02,0.01,0.01,0,0.01,0,0,0.01
ZNF579,1.85,1.83,1.21,1.01,0.42,0.57,1.5,0.75,1.48,1.24
ZNF580,2.15,2.24,1.38,0.84,1.82,1.01,2.68,2.15,2.19,1.85
ZNF581,10.83,10.69,5.06,3.92,3.52,5.79,11.01,8.41,13.5,8.71
ZNF582,0.81,0.84,0.11,0.27,0.26,0.39,0.76,0.82,0.49,0.98
ZNF582-AS1,0.25,0.5,0.25,1.33,0.1,0.22,0.84,0.32,1.02,0.49
ZNF583,2.11,2.61,1.32,1.3,1.69,1.23,3.07,3.56,1.88,2.24
ZNF584,7.08,7.67,2.44,2.72,2.34,2.14,8.06,4.58,5.59,5.68
ZNF585A,3.39,4.03,2.86,1.9,1.67,2.49,4.38,3.11,3.54,5.5
ZNF585B,5.89,4.61,2.79,2.34,2.8,3.95,4.38,2.41,4.67,3.88
ZNF586,3.98,5.07,2.91,2.34,2.18,3.09,3.63,2.15,4.73,4.11
ZNF587,11.33,16.19,7.34,7.69,6.87,9.22,11.56,7.18,18.52,17.68
ZNF587B,7.51,9.42,3.74,3.68,2.6,3.38,8.54,3.69,6.13,7.19
ZNF587P1,0.03,0.18,0.09,0.04,0.08,0.07,0,0.13,0.04,0.16
ZNF589,3.49,5.1,1.58,1.3,0.79,1.1,5.07,2.6,3.57,3.97
ZNF592,3.25,3.6,2.92,2.99,2.46,2.65,3.24,2.01,3.87,4.41
ZNF593,18.35,15.35,6.3,7.3,6.59,8.47,18.07,18.15,15.66,17.39
ZNF594,1.9,2.74,0.95,1.99,1.92,1.71,2.37,1.73,2.75,2.47
ZNF595,2.3,2.48,0.92,1.77,1.55,2.03,1.67,1.25,2.11,2.56
ZNF596,0.34,0.11,0.28,0.36,0.08,0.09,0.28,0.04,0.05,0.07
ZNF597,0.71,0.88,0.37,0.6,0.6,0.77,0.86,0.46,0.88,1
ZNF598,8.39,8.08,4.55,3.76,4.6,3.52,8.03,4.16,6.31,9.57
ZNF599,0.79,1.52,0.15,0.73,0.2,0.13,0.8,0.43,1.13,1.78
ZNF600,5.07,5.41,3.09,2.42,1.91,2.15,4.57,4.16,7.03,5.29
ZNF602P,0.05,0.12,0,0.07,0.13,0,0,0.12,0.06,0.19
ZNF603P,0,0,0,0,0,0,0.17,0,0,0
ZNF605,4.36,4.04,1.64,1.94,1.3,2.19,5.09,2.18,6.15,5.13
ZNF606,2.69,3.21,2.92,2.02,2.4,1.48,3.03,1.71,3.25,4.31
ZNF607,1.77,2.56,1.14,0.86,0.65,0.98,1.98,1.57,2.12,3.31
ZNF608,0.86,0.94,0.68,0.54,0.63,0.79,0.7,0.44,1.54,1.33
ZNF609,6.25,7.14,3.78,4.07,3.97,3.55,7.8,3.36,7.25,7.02
ZNF610,0,0,0,0,0,0,0,0,0.03,0
ZNF611,2.02,1.85,1.48,1.92,0.81,0.98,2.67,1.19,2.16,2.41
ZNF613,3,1.65,1.46,2.67,2.41,1.58,2.4,1.5,2.99,3.3
ZNF614,3.42,3.59,1.88,1.67,1.72,1.77,3.46,1.69,2.8,3.95
ZNF615,2.09,1.4,1.67,1.28,1.46,1.25,2.76,0.96,1.75,2.67
ZNF616,1.36,1.3,0.82,0.71,0.78,1.05,1.24,0.79,1.41,1.23
ZNF618,1.1,1.24,1.06,0.84,1.1,1.12,1.02,0.63,1.32,1.41
ZNF619,1.98,2.47,1.77,1.61,1.51,1.76,1.95,1.26,2.03,1.95
ZNF619P1,0,0,0,0,0,0.07,0,0,0,0
ZNF620,3.48,3.32,3.93,4.58,4.9,3.87,4.19,2.39,3.33,4.19
ZNF621,3.05,3.75,1.88,1.13,1.64,1.98,3.43,1.65,3.57,2.57
ZNF622,12.88,9.52,6.32,5.49,6.27,5.06,14.38,10.1,10.87,10.6
ZNF623,9.31,9.37,3.82,4.05,3.93,3.47,8.81,5.41,7.9,8.81
ZNF624,0.66,0.74,0.57,0.44,0.51,0.43,0.61,0.6,0.49,0.82
ZNF625,0,0,0,0,0,0,0,0,0,0
ZNF625-ZNF20,0.57,0,0.52,0.46,0.36,0.08,0.71,0.45,0.48,0
ZNF626,0,0.05,0,0,0,0.01,0,0,0,0
ZNF627,2.65,2.46,2.82,3.63,2.99,3.29,2.78,2.05,3.11,3.59
ZNF628,0.55,0.6,0.19,0.26,0.15,0.1,0.37,0.19,0.11,0.35
ZNF629,5.48,6.8,2.8,2.9,2.94,3.44,6.18,3.36,4.47,4.68
ZNF630,0.38,0.74,0.41,0.65,0.34,0.41,0.57,0.38,0.82,1.24
ZNF630-AS1,0,0.21,0.25,0,0,0,0,0,0,0
ZNF638,23.77,28.38,11.03,10.64,9.86,11.87,27.48,16.25,35.22,29.8
ZNF639,13.14,14.06,7.25,8.01,5.04,7.3,16.69,9.63,13.07,13.94
ZNF641,2.47,3.52,2.32,1.03,0.98,0.92,2.39,1.31,2.61,3.11
ZNF644,16.3,18.09,9,9.6,7.54,10.74,17.36,12.26,19.23,21.89
ZNF646,2.79,4.45,2.45,2.22,1.81,1.77,4.1,2.62,3.25,2.83
ZNF646P1,0,0,0,0,0,0,0.13,0,0,0
ZNF648,0,0.05,0,0,0,0.01,0,0,0,0
ZNF649,5.74,5.29,4.23,3.97,3.89,4.28,6.76,3.97,7.34,7.51
ZNF649-AS1,0,0,0.13,0,0,0.11,0.14,0,0.36,0.12
ZNF652,5.19,6.48,2.28,2.15,1.52,1.83,6.34,3.19,5.8,6.08
ZNF652P1,0,0,0,0,0,0,0,0,0,0
ZNF653,0.61,0.69,0.65,0.56,0.45,0.31,0.53,1.44,1.26,1.48
ZNF654,1.31,2.25,1.29,1.5,2.08,1.73,1.89,1.34,3.09,3.1
ZNF655,0.16,0.01,0.01,0,0.01,0.07,0.04,0,0.04,0
ZNF658,1.34,0.82,0.36,0.95,0.16,0.3,1.96,0.55,0.89,0.73
ZNF658B,0.18,0.15,0.03,0.05,0.08,0,0.29,0.17,0.06,0.21
ZNF66,0.95,0.76,0.48,0.37,0.57,0.34,1.18,0.97,1.14,1.26
ZNF660,0.29,0.27,0.18,0.17,0.09,0.42,0.3,0.11,0.35,0.41
ZNF662,0.88,0.53,0.15,0.19,1.23,0.21,0.37,0.48,0.73,0.4
ZNF663P,0,0.05,0.05,0,0,0,0.05,0,0,0
ZNF664,19.28,19.48,8.02,8.07,6.43,7.69,24.46,10.72,19.66,19.11
ZNF665,0,0,0,0,0,0,0,0,0.02,0
ZNF667,0.01,0,0,0,0,0,0.04,0,0,0
ZNF667-AS1,0.01,0.1,0,0.01,0,0,0,0.05,0,0.04
ZNF668,2.6,2.26,0.75,0.7,0.92,0.93,2.28,1.39,2.29,1.79
ZNF669,1.96,2.21,2.14,0.63,1.33,1.54,1.56,1.69,3.38,2.29
ZNF670,0.49,0.74,0.38,0.38,0.55,0.41,0.69,0.47,0.88,0.86
ZNF670-ZNF695,0.1,0.32,0.09,0.08,0.11,0.08,0.21,0.02,0.28,0.4
ZNF671,1,0.83,0.59,0.57,0.73,0.77,0.77,0.2,0.89,0.9
ZNF672,4.23,3.56,1.65,2.57,2.39,2.33,2.99,2.32,3.32,3.34
ZNF674,1.69,2.13,1.69,0.5,0.98,0.79,2.08,1.01,1.13,1.51
ZNF674-AS1,0.74,0.84,0.41,0.3,0.13,0.33,1.31,0.55,1.05,0.97
ZNF675,2.55,4.24,2.67,3.37,1.8,3.26,4.21,2.41,3.86,5.73
ZNF676,0,0,0,0,0,0,0,0,0,0.02
ZNF677,0,0,0,0,0,0,0.03,0,0.24,0
ZNF678,0.96,1.58,0.67,0.9,0.78,2.5,1.32,1.42,2.01,2.52
ZNF679,0,0,0,0,0,0,0,0.03,0,0
ZNF680,1.09,1.98,1.23,0.85,1.46,0.9,2.28,1.45,2.68,3.35
ZNF680P1,0,0,0,0,0,0,0,0,0,0
ZNF681,0.49,0.62,0.37,1.37,0.59,0.6,0.62,1.12,1.22,1.72
ZNF682,0.52,0.32,0.19,0.23,0.25,0.34,0.9,0.25,0.49,0.9
ZNF683,0,0,0,0,0,0,0,0,0,0
ZNF684,1.48,0.77,0.51,0.59,0.87,1.04,1.24,1.19,1.37,2.81
ZNF687,4.89,4.67,2.66,2.68,4.11,3.62,5.5,3.37,6.91,5.89
ZNF687-AS1,1.97,1.57,0.87,0.84,0.28,1.04,0.88,1.59,0.62,1.27
ZNF688,1.99,2.39,0.85,1.27,1.1,0.97,3.62,2.53,3.77,5.97
ZNF689,3.36,3.15,2.29,2.47,2.34,2.5,5.48,2.6,2.77,3.99
ZNF69,1.5,2.2,0.81,1.02,0.81,1.1,1.62,1.46,2.53,2.73
ZNF691,4.47,4.13,2.05,1.28,1.85,1.27,3.74,2.85,3.44,2.28
ZNF692,5.24,4.64,1.83,3.24,1.25,1.6,4.5,4.02,5.2,4.6
ZNF695,1.34,1.72,1.18,1.33,1.4,1.83,1.79,0.91,4.48,3.62
ZNF696,3.56,2.91,1.2,2,1.02,1.34,3.36,1.41,1.57,1.67
ZNF697,0.69,1.02,0.62,0.59,0.99,0.93,0.88,0.47,0.57,0.69
ZNF699,0.53,0.62,0.45,0.55,0.47,0.41,0.7,0.19,1.12,1.34
ZNF7,14.43,17.22,8.49,8.78,8.87,10.47,17.03,10.65,13.59,14.26
ZNF70,1.39,1.5,0.37,0.56,0.44,0.53,1.33,0.77,1.35,1.07
ZNF700,2.51,2.88,1.68,1.73,1.32,1.71,3.31,1.93,2.77,3.75
ZNF701,0,0,0,0,0,0.02,0,0,0,0
ZNF702P,1.04,2.03,0.65,0.89,0.46,0.76,2.08,1.22,4.67,3.43
ZNF703,0.19,0.22,0.12,0.07,0.17,0.17,0.22,0.25,0.36,0.3
ZNF704,0.96,0.33,0.18,1.25,0.95,1.34,0.61,0.23,1.4,0.73
ZNF705A,0,0,0,0,0,0,0,0,0,0
ZNF705B,0,0,0,0,0,0,0,0,0,0
ZNF705CP,0,0,0,0,0,0,0,0,0,0
ZNF705D,0,0,0,0,0,0,0,0,0,0
ZNF705E,0,0.01,0.02,0,0.01,0.03,0.03,0.02,0.03,0.06
ZNF705G,0,0,0,0,0,0,0,0.02,0.01,0
ZNF706,10.55,12.31,2.89,4.03,3.16,3.79,9.67,9.5,10.61,11.59
ZNF707,6.16,3.69,2.31,2.62,3.5,4.74,4.5,2.99,5.38,5.36
ZNF708,1.66,1.36,0.52,0.57,0.71,1.29,2.45,1.19,1.44,2.4
